票證公司編號,客運公司編號,卡號,票種編號,票種代碼,路線公路編號,司機編號,車號,上車時間(上),計費站序(上),計費站名(上),下車時間(下),計費站序(下),計費站名(下),交易實扣,原始票價,優惠票價,優惠額度額
ECC,47000,346341608,c,愛心卡,1121,109,FAC-798,2021/4/1 07:59:54,13,光復站,2021/4/1 09:02:25,5,壽豐,0,46,40,6
ECC,47000,3498829544,c,愛心卡,1121,109,FAC-798,2021/4/1 08:00:03,13,光復站,2021/4/1 09:02:15,5,壽豐,0,46,40,6
ECC,47000,953934549,d,陪伴卡,1121,109,FAC-798,2021/4/1 08:00:08,13,光復站,2021/4/1 09:02:18,5,壽豐,40,46,40,6
ECC,47000,2230769128,c,愛心卡,1121,109,FAC-798,2021/4/1 08:00:13,13,光復站,2021/4/1 09:19:38,4,志學,0,53,47,6
ECC,47000,345801192,1,敬老卡,1121,109,FAC-798,2021/4/1 08:02:56,13,光復站,2021/4/1 08:11:48,12,萬榮,0,13,11,2
ECC,47000,1182506984,1,敬老卡,1121,109,FAC-798,2021/4/1 08:11:57,12,萬榮,2021/4/1 08:22:34,10,鳳林,0,13,11,2
ECC,47000,1619179752,c,愛心卡,1121,109,FAC-798,2021/4/1 08:20:58,10,鳳林,2021/4/1 09:41:11,1,花蓮火車站,0,58,51,7
ECC,47000,1719497093,e,學生卡,1121,109,FAC-798,2021/4/1 08:24:51,10,鳳林,2021/4/1 09:06:08,4,志學,61,69,61,8
ECC,47000,1744630693,c,愛心卡,1121,109,FAC-798,2021/4/1 08:31:16,9,南平,2021/4/1 09:02:22,5,壽豐,0,21,18,3
ECC,47000,1619799784,1,敬老卡,1121,109,FAC-798,2021/4/1 08:34:10,9,南平,2021/4/1 09:16:43,4,志學,0,29,25,4
ECC,47000,1721074053,1,敬老卡,1121,109,FAC-798,2021/4/1 08:38:20,8,林榮,2021/4/1 09:53:26,1,花蓮火車站,0,47,41,6
ECC,47000,3320510424,1,敬老卡,1121,109,FAC-798,2021/4/1 08:45:58,7,溪口,2021/4/1 09:47:11,1,花蓮火車站,0,41,36,5
ECC,47000,1105963749,c,愛心卡,1121,109,FAC-798,2021/4/1 08:49:22,6,豐田,2021/4/1 09:53:24,1,花蓮火車站,0,35,30,5
ECC,47000,768571205,a,一般卡,1121,109,FAC-798,2021/4/1 08:49:36,6,豐田,2021/4/1 09:36:07,1,花蓮火車站,61,69,61,8
ECC,47000,3359006936,1,敬老卡,1121,109,FAC-798,2021/4/1 08:51:17,6,豐田,2021/4/1 09:43:35,1,花蓮火車站,0,35,30,5
ECC,47000,1747107381,1,敬老卡,1121,109,FAC-798,2021/4/1 09:13:32,4,志學,2021/4/1 09:41:06,1,花蓮火車站,0,23,20,3
