票證公司編號,客運公司編號,卡號,票種編號,票種代碼,路線公路編號,司機編號,車號,上車時間(上),計費站序(上),計費站名(上),下車時間(下),計費站序(下),計費站名(下),交易實扣,原始票價,優惠票價,優惠額度額
ECC,47000,3320520920,c,愛心卡,1121,123,FAC-789,2021/5/1 08:58,1,花蓮火車站,2021/5/1 09:27,1,花蓮火車站,0,13,11,2
ECC,47000,1196190696,c,愛心卡,1121,123,FAC-789,2021/5/1 08:58,1,花蓮火車站,2021/5/1 10:57,13,光復站,0,76,67,9
ECC,47000,1717989637,1,敬老卡,1121,123,FAC-789,2021/5/1 08:58,1,花蓮火車站,2021/5/1 10:25,8,林榮,0,47,41,6
ECC,47000,2228819688,c,愛心卡,1121,123,FAC-789,2021/5/1 09:21,1,花蓮火車站,2021/5/1 10:35,10,鳳林,0,58,51,7
ECC,47000,940642037,1,敬老卡,1121,123,FAC-789,2021/5/1 09:21,1,花蓮火車站,2021/5/1 10:35,10,鳳林,0,58,51,7
ECC,47000,1664028136,1,敬老卡,1121,123,FAC-789,2021/5/1 09:21,1,花蓮火車站,2021/5/1 10:37,10,鳳林,0,58,51,7
ECC,47000,1743204213,1,敬老卡,1121,123,FAC-789,2021/5/1 09:21,1,花蓮火車站,2021/5/1 10:08,5,壽豐,0,31,27,4
ECC,47000,1737925397,e,學生卡,1121,123,FAC-789,2021/5/1 09:27,1,花蓮火車站,2021/5/1 09:58,5,壽豐,54,61,54,7
ECC,47000,2657690991,e,學生卡,1121,123,FAC-789,2021/5/1 09:49,4,志學,2021/5/1 10:28,9,南平,50,57,50,7
KRTC,47000,B1D94B00,A4,高捷博愛卡,1121,123,FAC-789,2021/5/1 10:08,5,壽豐,2021/5/1 10:22,7,溪口,11,13,11,2
ECC,47000,3318996696,1,敬老卡,1121,123,FAC-789,2021/5/1 10:09,5,壽豐,2021/5/1 10:31,9,南平,0,21,18,3
ECC,47000,1421910868,c,愛心卡,1121,123,FAC-789,2021/5/1 10:22,7,溪口,2021/5/1 10:35,10,鳳林,15,17,15,2
ECC,47000,1743147349,1,敬老卡,1121,123,FAC-789,2021/5/1 10:35,10,鳳林,2021/5/1 10:48,12,萬榮,0,13,11,2
ECC,47000,1177879925,c,愛心卡,1121,123,FAC-789,2021/5/1 15:54,13,光復站,2021/5/1 16:19,10,鳳林,0,19,16,3
ECC,47000,1177305205,c,愛心卡,1121,123,FAC-789,2021/5/1 15:54,13,光復站,2021/5/1 17:36,1,花蓮火車站,0,76,67,9
ECC,47000,1179225285,1,敬老卡,1121,123,FAC-789,2021/5/1 15:54,13,光復站,2021/5/1 17:36,1,花蓮火車站,0,76,67,9
iCash,47000,7.31E+15,a,一般卡,1121,123,FAC-789,2021/5/1 16:19,10,鳳林,2021/5/1 16:30,8,林榮,22,25,22,3
ECC,47000,1619372008,1,敬老卡,1121,123,FAC-789,2021/5/1 16:46,5,壽豐,2021/5/1 17:31,1,花蓮火車站,0,31,27,4
